station,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,year,month,day,daylightmins,tminsq,tmaxsq,tavgsq,departsq,wetbulbsq,heatsq,coolsq,preciptotalsq,resultspeedsq,resultdirsq,avgspeedsq,stnpressuresq,sealevelsq,daylightminssq,tmin_sma_3,tmax_sma_3,tavg_sma_3,tmin_sma_7,tmax_sma_7,tavg_sma_7,daylightmin_sma_3,daylightmin_sma_7,avgspeed_sma_3,avgspeed_sma_7,resultspeed_sma_3,resultspeed_sma_7,stnpressure_sma_3,stnpressure_sma_7,heat_sma_3,heat_sma_7,cool_sma_3,cool_sma_7,wetbulb_sma_3,wetbulb_sma_7
1,2007-05-01 00:00:00,83,50,67.0,14.0,51,56.0,0.0,2.0,1900-01-01 04:48:00,1900-01-01 18:49:00,0.0,29.1,29.82,1.7,27,9.2,2007,5,1,841.0,2500,6889,4489.0,196.0,3136.0,0.0,4.0,0.0,2.8899999999999997,729,84.63999999999999,846.8100000000001,889.2324,707281.0,50.0,83.0,67.0,50.0,83.0,67.0,841.0,841.0,9.2,9.2,1.7,1.7,29.1,29.1,0.0,0.0,2.0,2.0,56.0,56.0
1,2007-05-02 00:00:00,59,42,51.0,-3.0,42,47.0,14.0,0.0,1900-01-01 04:47:00,1900-01-01 18:50:00,0.0,29.38,30.09,13.0,4,13.4,2007,5,2,843.0,1764,3481,2601.0,9.0,2209.0,196.0,0.0,0.0,169.0,16,179.56,863.1844,905.4081,710649.0,48.0,75.33333333333333,62.0,48.0,75.33333333333333,62.0,841.6666666666666,841.6666666666666,10.733333333333333,10.733333333333333,5.8,5.8,29.22,29.22,4.666666666666667,4.666666666666667,1.6666666666666667,1.6666666666666667,53.333333333333336,53.333333333333336
1,2007-05-03 00:00:00,66,46,56.0,2.0,40,48.0,9.0,0.0,1900-01-01 04:46:00,1900-01-01 18:51:00,0.0,29.39,30.12,11.7,7,11.9,2007,5,3,845.0,2116,4356,3136.0,4.0,2304.0,81.0,0.0,0.0,136.89,49,141.61,863.7721,907.2144000000001,714025.0,43.666666666666664,61.666666666666664,53.0,46.6,70.4,58.8,843.6666666666666,842.6,12.899999999999997,11.499999999999998,12.666666666666666,8.48,29.403333333333336,29.298000000000002,12.0,7.2,0.0,1.0,47.333333333333336,51.0
1,2007-05-04 00:00:00,66,49,58.0,4.0,41,50.0,7.0,0.0,1900-01-01 04:44:00,1900-01-01 18:52:00,0.0,29.31,30.05,10.4,8,10.8,2007,5,4,848.0,2401,4356,3364.0,16.0,2500.0,49.0,0.0,0.0,108.16000000000001,64,116.64000000000001,859.0760999999999,903.0025,719104.0,47.666666666666664,66.33333333333333,57.333333333333336,47.142857142857146,69.28571428571429,58.57142857142857,846.0,843.7142857142857,11.966666666666667,11.64285714285714,11.666666666666666,9.385714285714286,29.386666666666674,29.322857142857146,7.666666666666667,7.142857142857143,0.0,0.7142857142857143,49.333333333333336,50.714285714285715
1,2007-05-05 00:00:00,66,53,60.0,5.0,38,49.0,5.0,0.0,1900-01-01 04:43:00,1900-01-01 18:53:00,0.0,29.4,30.1,11.7,7,12.0,2007,5,5,850.0,2809,4356,3600.0,25.0,2401.0,25.0,0.0,0.0,136.89,49,144.0,864.3599999999999,906.0100000000001,722500.0,51.0,70.0,43.833333333333336,47.42857142857143,66.0,49.785714285714285,848.6666666666666,846.0,11.066666666666668,12.157142857142857,10.733333333333336,11.87142857142857,29.356666666666673,29.391428571428573,21.166666666666668,15.214285714285714,0.0,0.0,49.666666666666664,48.714285714285715
1,2007-05-06 00:00:00,68,49,59.0,4.0,30,46.0,6.0,0.0,1900-01-01 04:42:00,1900-01-01 18:55:00,0.0,29.57,30.29,14.4,11,15.0,2007,5,6,853.0,2401,4624,3481.0,16.0,2116.0,36.0,0.0,0.0,207.36,121,225.0,874.3849,917.4840999999999,727609.0,52.0,66.66666666666667,59.666666666666664,50.0,68.14285714285714,52.07142857142857,851.0,848.4285714285714,12.833333333333336,12.114285714285712,12.433333333333335,11.771428571428572,29.476666666666674,29.421428571428574,5.333333333333333,12.928571428571429,0.0,0.0,48.333333333333336,49.0
1,2007-05-07 00:00:00,83,47,65.0,10.0,41,54.0,0.0,0.0,1900-01-01 04:41:00,1900-01-01 18:56:00,0.0,29.38,30.12,8.6,18,10.5,2007,5,7,855.0,2209,6889,4225.0,100.0,2916.0,0.0,0.0,0.0,73.96,324,110.25,863.1844,907.2144000000001,731025.0,49.333333333333336,73.0,61.333333333333336,50.714285714285715,70.71428571428571,53.642857142857146,853.6666666666666,851.0,13.333333333333336,12.099999999999996,12.266666666666671,11.457142857142856,29.52333333333334,29.442857142857143,3.6666666666666665,11.357142857142858,0.0,0.0,48.666666666666664,49.285714285714285
1,2007-05-08 00:00:00,82,54,68.0,12.0,58,62.0,0.0,3.0,1900-01-01 04:39:00,1900-01-01 18:57:00,0.0,29.29,30.03,2.7,11,5.8,2007,5,8,858.0,2916,6724,4624.0,144.0,3844.0,0.0,9.0,0.0,7.290000000000001,121,33.64,857.9041,901.8009000000001,736164.0,50.333333333333336,83.0,66.66666666666667,51.285714285714285,73.85714285714286,62.714285714285715,856.0,853.4285714285714,8.733333333333334,11.314285714285711,6.600000000000005,10.128571428571428,29.370000000000005,29.45142857142857,0.0,3.0,1.6666666666666667,0.7142857142857143,56.333333333333336,51.42857142857143
1,2007-05-09 00:00:00,77,61,69.0,13.0,59,63.0,0.0,4.0,1900-01-01 04:38:00,1900-01-01 18:58:00,0.13,29.21,29.94,3.9,9,6.2,2007,5,9,860.0,3721,5929,4761.0,169.0,3969.0,0.0,16.0,0.016900000000000002,15.209999999999999,81,38.440000000000005,853.2241,896.4036000000001,739600.0,58.333333333333336,79.66666666666667,69.0,53.285714285714285,77.42857142857143,65.42857142857143,858.6666666666666,856.0,5.8,9.614285714285712,3.0333333333333385,7.7714285714285705,29.286666666666672,29.409999999999997,0.0,1.5714285714285714,4.0,2.0,62.666666666666664,55.285714285714285
1,2007-05-10 00:00:00,84,56,70.0,14.0,52,60.0,0.0,5.0,1900-01-01 04:37:00,1900-01-01 18:59:00,0.0,29.2,29.92,0.7,17,4.1,2007,5,10,862.0,3136,7056,4900.0,196.0,3600.0,0.0,25.0,0.0,0.48999999999999994,289,16.81,852.64,895.2064000000001,743044.0,60.0,79.0,69.66666666666667,55.857142857142854,80.85714285714286,68.42857142857143,860.6666666666666,858.2857142857143,5.399999999999999,6.828571428571427,2.833333333333338,4.3999999999999995,29.230000000000008,29.308571428571423,0.0,0.0,4.666666666666667,3.4285714285714284,62.0,59.714285714285715
